nom,code_commune,population,surface,surface_ha,surface_km2,density_per_km2
L'Abergement-Clémenciat,01001,860.0,1564.5,1564.5,15.645,54.96963886225631
L'Abergement-de-Varey,01002,270.0,919.01,919.01,9.1901,29.379440920120565
Ambérieu-en-Bugey,01004,15934.0,2454.8,2454.8,24.548000000000002,649.0956493400683
Ambérieux-en-Dombes,01005,1906.0,1603.97,1603.97,16.0397,118.83015268365368
Ambléon,01006,115.0,604.01,604.01,6.0401,19.03941987715435
Ambronay,01007,2841.0,3370.53,3370.53,33.7053,84.2894144244377
Ambutrix,01008,760.0,518.27,518.27,5.1827,146.64171184903623
Andert-et-Condon,01009,348.0,700.67,700.67,7.0066999999999995,49.66674754163872
Anglefort,01010,1174.0,2955.54,2955.54,29.5554,39.722013574507535
Apremont,01011,415.0,1507.23,1507.23,15.0723,27.533953013143314
Aranc,01012,331.0,2171.31,2171.31,21.7131,15.244253469103905
Arandas,01013,138.0,1405.34,1405.34,14.0534,9.81968776239202
Arbent,01014,3555.0,2366.87,2366.87,23.668699999999998,150.19836323921467
Arboys en Bugey,01015,710.0,2260.53,2260.53,22.605300000000003,31.40856347847628
Arbigny,01016,462.0,1754.36,1754.36,17.543599999999998,26.334389748968288
Argis,01017,419.0,781.9,781.9,7.819,53.58741527049495
Armix,01019,25.0,696.88,696.88,6.9688,3.5874182068648834
Ars-sur-Formans,01021,1528.0,551.98,551.98,5.5198,276.821623971883
Artemare,01022,1139.0,332.29,332.29,3.3229,342.7728791116194
Asnières-sur-Saône,01023,78.0,466.77,466.77,4.6677,16.71058551320779
Attignat,01024,3409.0,1894.31,1894.31,18.9431,179.95998543005103
Bâgé-Dommartin,01025,4050.0,5701.1,5701.1,57.011,71.03892231323779
Bâgé-le-Châtel,01026,971.0,87.64,87.64,0.8764,1107.9415791875856
Balan,01027,3077.0,1799.48,1799.48,17.9948,170.99384266565895
Baneins,01028,621.0,907.01,907.01,9.0701,68.46672032281893
Beaupont,01029,734.0,1415.51,1415.51,14.1551,51.85410205508969
Beauregard,01030,872.0,98.18,98.18,0.9818000000000001,888.1645956406599
Bellignat,01031,3525.0,781.94,781.94,7.819400000000001,450.8018518044862
Béligneux,01032,3535.0,1335.68,1335.68,13.3568,264.65919980833735
Valserhône,01033,16712.0,6286.07,6286.07,62.860699999999994,265.8576821448059
Belley,01034,9388.0,2254.61,2254.61,22.546100000000003,416.39130492635087
Belleydoux,01035,306.0,1781.95,1781.95,17.8195,17.172198995482475
Valromey-sur-Séran,01036,1351.0,5660.41,5660.41,56.604099999999995,23.867529030582592
Bénonces,01037,311.0,1536.02,1536.02,15.360199999999999,20.247132198799495
Bény,01038,777.0,1828.16,1828.16,18.2816,42.50175039383861
Béréziat,01040,475.0,1127.05,1127.05,11.2705,42.14542389423717
Bettant,01041,774.0,343.27,343.27,3.4326999999999996,225.47848632271976
Bey,01042,286.0,277.57,277.57,2.7757,103.03707172965377
Beynost,01043,5198.0,1068.97,1068.97,10.6897,486.26247696380625
Billiat,01044,713.0,1404.11,1404.11,14.041099999999998,50.779497332830054
Birieux,01045,275.0,1577.34,1577.34,15.773399999999999,17.43441490103592
Biziat,01046,889.0,1158.05,1158.05,11.580499999999999,76.76697897327405
Blyes,01047,1401.0,942.45,942.45,9.4245,148.65510106636955
La Boisse,01049,3449.0,942.46,942.46,9.4246,365.9571759013645
Boissey,01050,396.0,945.41,945.41,9.4541,41.886588887361036
Bolozon,01051,103.0,497.27,497.27,4.9727,20.7130934904579
Bouligneux,01052,318.0,2623.93,2623.93,26.2393,12.119225741540362
Bourg-en-Bresse,01053,42372.0,2403.23,2403.23,24.0323,1763.1271247446145
Bourg-Saint-Christophe,01054,1562.0,899.82,899.82,8.9982,173.5902736102776
Boyeux-Saint-Jérôme,01056,367.0,1671.47,1671.47,16.7147,21.95672073085368
Boz,01057,513.0,769.11,769.11,7.6911000000000005,66.70047197409993
Brégnier-Cordon,01058,804.0,1125.73,1125.73,11.2573,71.42032281275262
Brénod,01060,576.0,2402.27,2402.27,24.0227,23.97732145012842
Brens,01061,1123.0,688.48,688.48,6.8848,163.11294445735533
Bressolles,01062,1028.0,765.56,765.56,7.6556,134.28078791995404
Brion,01063,592.0,448.64,448.64,4.4864,131.9543509272468
Briord,01064,1119.0,1231.56,1231.56,12.3156,90.86037221085452
Buellas,01065,1899.0,1024.78,1024.78,10.2478,185.308066121509
La Burbanche,01066,98.0,1101.52,1101.52,11.0152,8.896797153024911
Ceignes,01067,257.0,1016.7,1016.7,10.167,25.27785974230353
Cerdon,01068,747.0,1209.81,1209.81,12.098099999999999,61.74523272249362
Certines,01069,1531.0,1602.12,1602.12,16.0212,95.56088183157317
Cessy,01071,5832.0,640.24,640.24,6.4024,910.9084093464951
Ceyzériat,01072,3328.0,922.86,922.86,9.2286,360.61807858180003
Ceyzérieu,01073,1064.0,1985.6,1985.6,19.855999999999998,53.58581788879936
Chalamont,01074,2533.0,3299.24,3299.24,32.992399999999996,76.77525733199163
Chaleins,01075,1505.0,1709.37,1709.37,17.0937,88.04413321867122
Chaley,01076,129.0,463.59,463.59,4.6358999999999995,27.826312042969008
Challes-la-Montagne,01077,184.0,776.42,776.42,7.7642,23.69851369104351
Challex,01078,1632.0,871.43,871.43,8.7143,187.27838151084998
Champagne-en-Valromey,01079,831.0,1833.17,1833.17,18.3317,45.33131133500984
Champdor-Corcelles,01080,665.0,3148.7,3148.7,31.487,21.119827230285516
Champfromier,01081,725.0,3192.15,3192.15,31.9215,22.711965289851666
Chanay,01082,574.0,1839.96,1839.96,18.3996,31.196330355007717
Chaneins,01083,1046.0,1272.92,1272.92,12.7292,82.17327090469158
Chanoz-Châtenay,01084,989.0,1336.06,1336.06,13.3606,74.02362169363651
La Chapelle-du-Châtelard,01085,388.0,1368.93,1368.93,13.689300000000001,28.343304624779936
Charix,01087,280.0,1858.06,1858.06,18.5806,15.069481071655382
Charnoz-sur-Ain,01088,951.0,659.99,659.99,6.5999,144.0930923195806
Château-Gaillard,01089,2443.0,1606.78,1606.78,16.0678,152.04321686851966
Châtenay,01090,373.0,1521.67,1521.67,15.216700000000001,24.512542141200125
Châtillon-la-Palud,01092,1698.0,1409.8,1409.8,14.097999999999999,120.44261597389702
Châtillon-sur-Chalaronne,01093,5250.0,1808.06,1808.06,18.0806,290.3664701392653
Chavannes-sur-Reyssouze,01094,726.0,1650.7,1650.7,16.507,43.981341249167016
Nivigne et Suran,01095,820.0,3121.42,3121.42,31.2142,26.27009502085589
Chaveyriat,01096,1078.0,1678.48,1678.48,16.7848,64.22477479624422
Chazey-Bons,01098,1142.0,1557.0,1557.0,15.57,73.34617854849068
Chazey-sur-Ain,01099,1632.0,2208.0,2208.0,22.08,73.91304347826087
Cheignieu-la-Balme,01100,131.0,596.09,596.09,5.9609000000000005,21.976547165696452
Chevillard,01101,149.0,663.5,663.5,6.635,22.456669178598343
Chevroux,01102,990.0,1720.39,1720.39,17.2039,57.545091519946055
Chevry,01103,2372.0,582.26,582.26,5.8225999999999996,407.37814721945523
Chézery-Forens,01104,433.0,4660.9,4660.9,46.608999999999995,9.29005127765024
Civrieux,01105,2016.0,2017.17,2017.17,20.1717,99.94199794761968
Cize,01106,168.0,454.64,454.64,4.5464,36.95231391870491
Cleyzieu,01107,143.0,772.3,772.3,7.723,18.516120678492815
Coligny,01108,1360.0,1688.01,1688.01,16.8801,80.56824307912868
Collonges,01109,2398.0,1633.03,1633.03,16.3303,146.84359748443077
Colomieu,01110,159.0,588.34,588.34,5.8834,27.025189516266106
Conand,01111,134.0,1533.55,1533.55,15.3355,8.737895732124809
Condamine,01112,480.0,453.91,453.91,4.5391,105.74783547399264
Condeissiat,01113,839.0,2175.58,2175.58,21.7558,38.56442879599923
Confort,01114,668.0,1129.47,1129.47,11.2947,59.14278378354449
Confrançon,01115,1356.0,1817.9,1817.9,18.179000000000002,74.59156169206226
Contrevoz,01116,494.0,1423.66,1423.66,14.236600000000001,34.69929618026776
Conzieu,01117,155.0,713.11,713.11,7.1311,21.73577708908864
Corbonod,01118,1333.0,3206.46,3206.46,32.0646,41.57232586715568
Corlier,01121,116.0,554.59,554.59,5.5459000000000005,20.916352620855044
Cormoranche-sur-Saône,01123,1179.0,994.41,994.41,9.944099999999999,118.56276586116392
Cormoz,01124,703.0,1967.43,1967.43,19.674300000000002,35.731893892031735
Corveissiat,01125,601.0,2303.38,2303.38,23.0338,26.092090753588206
Courmangoux,01127,522.0,1503.91,1503.91,15.039100000000001,34.709523841187305
Courtes,01128,289.0,896.3,896.3,8.963,32.24366841459333
Crans,01129,326.0,1325.37,1325.37,13.253699999999998,24.596905015203305
Bresse Vallons,01130,2388.0,2616.65,2616.65,26.1665,91.26172778170562
Cressin-Rochefort,01133,380.0,779.48,779.48,7.7948,48.750449017293576
Crottet,01134,1847.0,1227.14,1227.14,12.271400000000002,150.51257395244224
Crozet,01135,2416.0,2724.74,2724.74,27.2474,88.66901062119689
Cruzilles-lès-Mépillat,01136,984.0,1192.01,1192.01,11.9201,82.54964303990738
Culoz-Béon,01138,3453.0,2930.71,2930.71,29.307100000000002,117.82127880274744
