station_id,station_code,Station_Name,latitude,longitude,PageRank,Betweenness,Degree_Cent,S_Core,Clustering,Hub_Score,Auth_Score,Quartier,Population_300m,Profile,station_regime,Commuter_Index,Morning_Departures,Evening_Departures,weekday_departures,weekend_departures,weekend_ratio,Total_Trips,Station_Regime
19,020 Gambetta,Gambetta,43.6041258,3.8730462,0.01300725562498,0.0003652597402597,1.9107142857142856,52,0.045155516213468,0.0101681670465099,0.0103624603458954,Centre,4323.0,Mixed-Use,Residential,0.0187779433681073,1709.0,1646.0,4898.0,1618.0,0.2483118477593615,6516.0,Residential
20,033 Garcia Lorca,Garcia Lorca,43.5877543,3.8871086,0.0120569520194092,0.0112079096048251,1.8214285714285716,52,0.0417951551686973,0.0091555587922981,0.0086751323714769,Prés d'Arènes,607.0,Mixed-Use,Residential,-0.0484540839870789,2062.0,2272.0,5773.0,3029.0,0.3441263349238809,8802.0,Residential
21,008 Halles Castellane,Halles Castellane,43.6101245,3.8768434,0.0222140192279347,4.6382189239332094e-05,1.9464285714285716,52,0.0675013246939777,0.0217555446134521,0.020520627340906,Centre,6760.0,Mixed-Use,Residential,-0.2942783945345858,2066.0,3789.0,11365.0,4100.0,0.2651147752990624,15465.0,Residential
22,004 Hôtel de Ville,Hôtel de Ville,43.5985194,3.8966319,0.0223618765905727,0.0,1.9107142857142856,52,0.0674873334109257,0.0180192332753269,0.0195387699790421,Prés d'Arènes,2187.0,,Residential,0.0,,,,,,,Residential
23,048 Hôtel du Département,Hôtel du Département,43.6218482,3.8350214,0.0084998066277726,0.1397703485134253,1.8035714285714284,52,0.0283043345566706,0.0064229541266946,0.0066780245759737,Les Cévennes,1204.0,,Residential,0.0,,,,,,,Residential
24,045 Jardin de la Lironde,Jardin de la Lironde,43.6058517,3.9115715,0.0114121828940022,0.0264393315866291,1.875,52,0.0381835297811342,0.0083063400404727,0.0086520348515305,Port Marianne,1364.0,Mixed-Use,Residential,-0.2914137033824804,817.0,1489.0,3045.0,979.0,0.2432902584493042,4024.0,Residential
25,061 Jean de Beins,Jean de Beins,43.6096975,3.8845248,0.0065990500965287,0.1426591159084951,1.6607142857142856,52,0.0262491330622791,0.0044921403333113,0.0049268574991933,Centre,1305.0,Mixed-Use,Residential,-0.1450381679389313,224.0,300.0,905.0,411.0,0.3123100303951368,1316.0,Residential
26,040 Jeu de Mail des Abbés,Jeu de Mail des Abbés,43.6204066,3.8840474,0.0103031541238087,0.0108484075448361,1.7857142857142856,52,0.0360338936220493,0.0099683096331006,0.0106763429271542,Centre,2104.0,,Residential,0.0,,,,,,,Residential
27,023 Les Arceaux,Les Arceaux,43.6126513,3.8632773,0.01441635347429,0.0092171424354865,1.8928571428571428,52,0.0466854848967436,0.0140540549599814,0.0145402700354883,Centre,2494.0,Mixed-Use,Residential,-0.2805954647741042,2078.0,3699.0,8310.0,3268.0,0.2822594575919848,11578.0,Residential
28,015 Les Aubes,Les Aubes,43.6192157,3.8913335,0.0109629075289189,0.1113863599317667,1.7857142857142856,52,0.0346477823602043,0.0102588995414654,0.0100729850318929,Centre,1976.0,Mixed-Use,Residential,-0.1192099694333411,1873.0,2380.0,5320.0,2277.0,0.2997235750954324,7597.0,Residential
29,019 Louis Blanc,Louis Blanc,43.614645,3.8776294,0.0298101534271612,0.0,1.9107142857142856,52,0.0804284744644975,0.0393096021865821,0.0399905188498093,Centre,4874.0,Mixed-Use,Residential,-0.2882977482207444,3050.0,5521.0,16359.0,6855.0,0.2952959421039028,23214.0,Residential
30,035 Malbosc,Malbosc,43.6333264,3.8310425,0.0087559300159315,0.0475128015817473,1.7678571428571428,52,0.0301898171304259,0.0078354484237592,0.0072280559133998,Hôpitaux-Facultés,2517.0,Mixed-Use,Residential,-0.2546800174140183,856.0,1441.0,3074.0,1174.0,0.2763653483992467,4248.0,Residential
31,042 Marie Caizergues,Marie Caizergues,43.619655,3.8733067,0.0094145653121923,0.0849040957239009,1.8035714285714284,52,0.035365260916784,0.0087636445315483,0.0094523832249906,Centre,2799.0,Mixed-Use,Residential,-0.223733583489681,1655.0,2609.0,5791.0,2187.0,0.274128854349461,7978.0,Residential
32,017 Médiathèque Emile Zola,Médiathèque Emile Zola,43.6082468,3.8930561,0.030679878983782,0.0,1.9107142857142856,52,0.0934244524820859,0.0314783547372654,0.0317242239307195,Centre,3621.0,,Residential,0.0,,,,,,,Residential
33,018 Nombre d'Or,Nombre d'Or,43.6079002,3.8866534,0.0218855970191643,0.0076959647495361,1.9285714285714284,52,0.0638192507028425,0.0208570728528011,0.0213875711812641,Centre,3580.0,Commercial,Residential,-0.3257053988002666,3035.0,5967.0,13567.0,6045.0,0.3082296553130736,19612.0,Residential
34,025 Nouveau Saint-Roch,Nouveau Saint-Roch,43.5992903,3.8756446,0.0146963158085309,0.0092350121866928,1.9107142857142856,52,0.0485492324396351,0.010710544071193,0.0109611179777848,Croix d'Argent,2224.0,Mixed-Use,Residential,-0.1385714285714285,2412.0,3188.0,8331.0,3227.0,0.2792005537290188,11558.0,Residential
35,009 Observatoire,Observatoire,43.6145267,3.8710807,0.0252348603431521,0.0,1.9285714285714284,52,0.0823413961518203,0.0244229815975839,0.0230937472865408,Centre,2414.0,Commercial,Residential,-0.4642931937172775,1279.0,3496.0,9762.0,4804.0,0.3298091445832761,14566.0,Residential
36,036 Occitanie,Occitanie,43.6343515,3.8486697,0.0276856548112712,0.0011183261183261,1.8928571428571428,52,0.0753947509696743,0.0338016308991268,0.0353871087336553,Hôpitaux-Facultés,1315.0,Mixed-Use,Residential,-0.1737656413733588,6702.0,9521.0,22408.0,7106.0,0.2407670935827065,29514.0,Residential
37,050 Parvis Jules Ferry - Gare Saint-Roch,Parvis Jules Ferry - Gare Saint-Roch,43.605325,3.881229,0.0194500415998544,0.0152427334570191,1.9464285714285716,52,0.0604478749193534,0.0157177439721054,0.0162992249975401,Centre,4712.0,Commercial,Residential,-0.342954804405621,1730.0,3536.0,8381.0,3555.0,0.2978384718498659,11936.0,Residential
38,058 Perols etang or,Perols etang or,43.5584733,3.9633257,0.0026315789473684,0.0,0.1071428571428571,6,0.0233350532312965,0.0004376628317637,0.0,,450.0,Commercial,Residential,-0.4754098360655737,16.0,45.0,79.0,56.0,0.4148148148148148,135.0,Residential
39,006 Place Albert 1er - St Charles,Place Albert 1er - St Charles,43.6166028,3.8739949,0.0358063788136504,0.0004870129870129,1.9107142857142856,52,0.096861242922594,0.0473637773395141,0.0500507469631535,Centre,3387.0,Mixed-Use,Residential,-0.2499059372413274,4984.0,8305.0,22976.0,9376.0,0.2898120672601385,32352.0,Residential
40,047 Place Viala,Place Viala,43.6168167,3.8550842,0.0196834601916985,0.0012314471243042,1.9107142857142856,52,0.0585275364775734,0.0188223222219093,0.0190282100438677,Les Cévennes,1578.0,Mixed-Use,Residential,-0.233969202482188,3333.0,5369.0,10786.0,3935.0,0.2673052102438693,14721.0,Residential
41,011 Plan Cabanes,Plan Cabanes,43.6084996,3.868611,0.0268238105335018,0.0,1.9285714285714284,52,0.0820409030938495,0.0272984377459488,0.0269520220996518,Centre,3605.0,Mixed-Use,Residential,-0.1953560004738775,3396.0,5045.0,12866.0,4721.0,0.2684369136293853,17587.0,Residential
42,051 Pont de Lattes - Gare Saint-Roch,Pont de Lattes - Gare Saint-Roch,43.60438,3.88216,0.0141828659625553,0.0020420110192837,1.8928571428571428,52,0.0469696747534834,0.0128890761678474,0.0124700043646918,Centre,4441.0,Commercial,Residential,-0.4099119962945808,637.0,1522.0,3826.0,1831.0,0.3236697896411525,5657.0,Residential
43,021 Port Marianne,Port Marianne,43.6059165,3.9168169,0.0301387184816714,0.0027966000449766,1.9107142857142856,52,0.0826486415575689,0.0276889897160776,0.0280502058526662,Port Marianne,0.0,Mixed-Use,Transit Hub,-0.0080367393800229,6480.0,6585.0,16265.0,8775.0,0.3504392971246006,25040.0,Transit Hub
44,054 Providence - Ovalie,Providence - Ovalie,43.5882994,3.8534561,0.0067900437030174,0.1357349152841895,1.7857142857142856,52,0.0235492784671975,0.0039620400584192,0.0038109191829453,Croix d'Argent,2583.0,Commercial,Residential,-0.3435326842837274,472.0,966.0,1935.0,1065.0,0.355,3000.0,Residential
45,032 Prés d'Arènes,Prés d'Arènes,43.5936317,3.8877518,0.0091712753974866,0.0532037629101227,1.75,52,0.0326746630356906,0.0057202819337615,0.005884049863215,Prés d'Arènes,2885.0,,Residential,0.0,,,,,,,Residential
46,046 Père Soulas,Père Soulas,43.6219699,3.855618,0.0206657746860568,0.0308489604254501,1.9285714285714284,52,0.0635008611529679,0.0224201347402898,0.0230855832155925,Hôpitaux-Facultés,2126.0,,Residential,0.0,,,,,,,Residential
47,055 Pérols Etang de l'Or,Pérols Etang de l'Or,43.5579564,3.9636474,0.0246553041260232,0.0,1.9285714285714284,52,0.0612765757058392,0.0213484965533707,0.0220787090513937,,469.0,,Residential,0.0,,,,,,,Residential
48,026 Renouvier,Renouvier,43.6031881,3.8678316,0.0192463082664609,0.0001082251082251,1.9107142857142856,52,0.064102656231981,0.0186751897312873,0.0186152364998744,Centre,4022.0,Mixed-Use,Residential,0.1128764086458525,3012.0,2401.0,6633.0,2408.0,0.2663422187811083,9041.0,Residential
49,029 Richter,Richter,43.6056173,3.8995795,0.0203428642363054,0.0259852494186909,1.9464285714285716,52,0.0612946133233767,0.0178597560998466,0.0191184423634422,Port Marianne,1905.0,Mixed-Use,Residential,0.0418871252204585,4726.0,4346.0,10969.0,3994.0,0.2669250818686092,14963.0,Residential
50,010 Rondelet,Rondelet,43.6041463,3.8748308,0.0140200820755805,0.0259843682652124,1.9107142857142856,52,0.0474952549645479,0.0101529928687799,0.0103108969359871,Centre,3921.0,Commercial,Residential,-0.3339609319839962,1415.0,2834.0,6670.0,2971.0,0.3081630536251426,9641.0,Residential
51,001 Rue Jules Ferry - Gare Saint-Roch,Rue Jules Ferry - Gare Saint-Roch,43.6053253,3.8812294,0.0277319755818361,0.001734693877551,1.9464285714285716,52,0.0804871794450065,0.0255314122773516,0.0274115438443699,Centre,4712.0,Commercial,Residential,-0.3073094052921142,2644.0,4990.0,12958.0,6089.0,0.319682889693915,19047.0,Residential
52,043 Sabines,Sabines,43.583879,3.8601051,0.0118409055738744,0.0054073375217855,1.8928571428571428,52,0.0423183979727756,0.0088018840390159,0.0084037679633022,Croix d'Argent,3230.0,Commercial,Residential,-0.3556174558960074,694.0,1460.0,3887.0,1983.0,0.3378194207836456,5870.0,Residential
53,057 Saint-Guilhem - Courreau,Saint-Guilhem - Courreau,43.6089424,3.8727765,0.019334730064964,0.0,1.9107142857142856,52,0.064125774508764,0.0199069106470902,0.0179479240423245,Centre,5359.0,Mixed-Use,Residential,-0.2975221559052269,1942.0,3587.0,9462.0,3521.0,0.2712008010475237,12983.0,Residential
54,059 Sud De France,Sud De France,43.6092765,3.8895111,0.0090270006878203,0.0561420726639882,1.857142857142857,52,0.0331449328318844,0.0058566835275888,0.0058640246467691,Centre,2489.0,Commercial,Residential,-0.5785191212367778,259.0,970.0,2203.0,926.0,0.2959411952700543,3129.0,Residential
55,049 Tonnelles,Tonnelles,43.6151527,3.8394759,0.0111801369841002,0.0004870129870129,1.875,52,0.0381550761353744,0.0087851426939131,0.0088825905264341,Les Cévennes,4062.0,Commercial,Residential,-0.3905002101723413,725.0,1654.0,3710.0,1493.0,0.2869498366327119,5203.0,Residential
56,034 Vert Bois,Vert Bois,43.6354897,3.8717793,0.0219289500714385,0.0090334034652216,1.9107142857142856,52,0.0616037172552491,0.0291009937692986,0.0249542514551248,Hôpitaux-Facultés,1940.0,Commercial,Residential,-0.3344282488195442,1621.0,3250.0,6835.0,2187.0,0.2424074484593216,9022.0,Residential
57,031 Voltaire,Voltaire,43.6037185,3.8889694,0.0149806849586974,0.0020238577259681,1.875,52,0.0506378728277194,0.0122069603333085,0.0124269072322955,Centre,3845.0,Mixed-Use,Residential,-0.153197074817176,2258.0,3075.0,7868.0,3422.0,0.3031000885739592,11290.0,Residential
