departure_station,return_station,trip_count,distance_crow_m,distance_bike_osm_m,rugosite,elevation_gain_m,energy_proxy_kj
Boutonnet,Place Albert 1er - St Charles,3139,625.2890714636054,1298.2932552265904,2.076308885724955,0.0,5.731315575197784
Place Albert 1er - St Charles,Boutonnet,3056,625.2890714636054,698.4717870668139,1.1170382131130339,7.071865081787109,9.32715338471629
Place Albert 1er - St Charles,Occitanie,2594,2837.2789236300473,2931.7659431620946,1.0333019847802483,18.571277618408203,29.33886176538167
Boutonnet,Louis Blanc,2456,989.972959545518,1963.079736777611,1.9829629868666634,0.0,8.666015498004764
Occitanie,Place Albert 1er - St Charles,2239,2837.2789236300473,3057.7896271128657,1.0777190785320092,0.0,13.498612308889745
Place Albert 1er - St Charles,FacdesSciences,2167,2061.3891680380766,2569.246787323199,1.2463666866788066,23.0557861328125,31.69789351929842
Louis Blanc,Boutonnet,2157,989.972959545518,1130.965873676511,1.1424209750089747,6.471504211425781,10.70633991761278
Boutonnet,Corum,1936,1304.5957191215919,2076.5775679317844,1.5917402897274429,0.0,9.167051673634864
FacdesSciences,Place Albert 1er - St Charles,1922,2061.3891680380766,2286.0140887936386,1.10896774089938,0.0,10.091609194979519
Fac de Lettres,Place Albert 1er - St Charles,1872,2124.7352570804346,2345.2522917296196,1.1037856523133118,0.0,10.353116241840407
Médiathèque Emile Zola,Nombre d'Or,1785,516.9420104794855,925.8494840381693,1.7910122707562592,5.268117904663086,8.738383845313537
Comédie,Médiathèque Emile Zola,1756,935.931015856014,1136.2609722593945,1.214043506422486,0.0,5.016024062039098
Louis Blanc,Occitanie,1744,3199.2547398264087,3364.260029771792,1.0515761648771789,17.970916748046875,30.718048298278163
FacdesSciences,Louis Blanc,1691,2387.363103367047,3144.3866141944004,1.3170960922365247,0.0,13.880894708361183
Boutonnet,Occitanie,1634,2217.85016223363,2233.294156095281,1.006963497410527,11.499412536621094,20.011708380665382
Boutonnet,FacdesSciences,1615,1539.872177230052,2024.846937462663,1.3149448164619686,15.98392105102539,23.050890701379245
FacdesSciences,Boutonnet,1607,1539.872177230052,1983.0138196159312,1.2877781993457469,0.0,8.75401450669453
Corum,Occitanie,1591,3489.057852674705,4009.7990990066132,1.1492498170910834,21.58238983154297,36.756350104833984
Nombre d'Or,Médiathèque Emile Zola,1538,516.9420104794855,552.4262876959001,1.0686426649354759,1.3616371154785156,3.6408752562895326
Louis Blanc,FacdesSciences,1528,2387.363103367047,2754.8101427537454,1.1539133443373002,22.455425262451172,31.987004339404553
Occitanie,Louis Blanc,1518,3199.2547398264087,3645.06698820174,1.1393487810850351,0.0,16.09114821941658
Fac de Lettres,Boutonnet,1515,1706.9184201351848,2042.2520225519118,1.196455553154186,0.0,9.015521553555415
Fac de Lettres,Louis Blanc,1490,2408.3817470996128,3203.6248171303814,1.3301980971199732,0.0,14.142401755222071
Occitanie,FacdesSciences,1477,1186.7247728335533,1625.7379010059612,1.3699367690152557,7.430427551269531,13.737144449006687
Corum,Boutonnet,1461,1304.5957191215919,1776.5049429113321,1.3617283246241874,12.46780776977539,18.85020855041677
Les Arceaux,Place Viala,1410,805.9624720594139,915.9987463418165,1.1365277889443604,11.089134216308594,13.83427306530481
Occitanie,Boutonnet,1384,2217.85016223363,2218.076139863827,1.0001018903955032,1.0515632629394531,10.720122324278108
Place Albert 1er - St Charles,Fac de Lettres,1333,2124.7352570804346,2537.7805531841555,1.1943984761053383,35.01573944091797,42.11842860441793
Comédie,Boutonnet,1312,1631.545975215984,2821.558295953477,1.7293771299211838,12.46780776977539,23.463596577421317
FacdesSciences,Occitanie,1303,1186.7247728335533,1593.3352022339477,1.3426324609618852,0.0,7.033778250261763
Fac de Lettres,Corum,1264,2577.153748834948,3123.5366044348134,1.2120101898642517,0.0,13.788852340277485
Rue Jules Ferry - Gare Saint-Roch,Port Marianne,1259,2866.1425267501486,3648.049566542763,1.2728081498023758,0.0,16.10431481150303
Nombre d'Or,Port Marianne,1252,2438.610234839859,3116.1220000126295,1.2778269997777083,9.145240783691406,21.830453656976896
Nombre d'Or,Hôtel de Ville,1204,1316.66750236921,2280.098899180484,1.731719583780777,0.0,10.065496590432247
Occitanie,Corum,1200,3489.057852674705,4012.063964536991,1.1498989509335165,0.0,17.71125637144855
Port Marianne,Nombre d'Or,1186,2438.610234839859,3061.093426715353,1.2552614530121382,2.9120616912841797,16.08425619946973
Boutonnet,Fac de Lettres,1180,1706.9184201351848,2211.8232146133164,1.2957990191693778,27.94387435913086,34.435740252587124
Port Marianne,Pérols Etang de l'Or,1174,6532.146382519086,8442.732286105696,1.2924897563072988,0.0,37.2704416770136
Rue Jules Ferry - Gare Saint-Roch,Médiathèque Emile Zola,1157,1006.116625351154,1310.576925727452,1.302609352340277,0.0,5.785541838623837
Hôtel de Ville,Garcia Lorca,1132,1421.643646775961,2359.282206265551,1.6595454223820365,3.2383012771606445,13.274147497164408
Corum,FacdesSciences,1117,2611.1058916372886,3119.3115017590853,1.1946323248511104,26.066898345947266,36.78466517415232
Foch,Place Viala,1044,1605.5447499338188,1782.5329369119142,1.1102355988429415,11.843360900878906,18.325494989383632
Père Soulas,FacdesSciences,1026,1422.57466356366,2011.8714548746625,1.4142466517959544,13.968093872070312,21.213836617195078
Louis Blanc,Fac de Lettres,1022,2408.3817470996128,2723.3439086147014,1.1307775073010722,34.41537857055664,42.40753942452406
Les Aubes,Corum,1006,944.0581474045343,1076.5429996908783,1.1403354789644895,4.176151275634766,8.439523033393318
FacdesSciences,Corum,1005,2611.1058916372886,3064.2984014988324,1.173563435827327,0.0,13.527345293416596
Place Viala,Les Arceaux,1003,805.9624720594139,1306.9317647896794,1.621578932143301,0.0,5.76945027566404
Comédie,Plan Cabanes,980,1040.859830270686,2175.1132739102677,2.0897273683283637,5.387737274169922,14.358870787041502
Albert 1er - Cathédrale,Boutonnet,933,750.7333788174235,1156.768609433398,1.5408514421665556,3.9555511474609375,8.598911134437
Aiguelongue,Corum,931,2478.09574845782,3393.5491967346757,1.3694181101947192,0.0,14.980822928985226
Comédie,Port Marianne,912,2866.3340728376807,3473.7336130747053,1.2119081463647037,1.5722427368164062,16.722930147253493
Médiathèque Emile Zola,Place Albert 1er - St Charles,905,1793.9397974361734,2335.8921595899315,1.302101755548483,6.172460556030273,15.761461363428882
Pérols Etang de l'Or,Port Marianne,900,6532.146382519086,8305.112019471884,1.2714216022006941,24.314404726028442,58.13010494256915
Hôtel de Ville,Nombre d'Or,896,1316.66750236921,2561.85936334675,1.9457147371959458,16.03269386291504,25.464593571061915
FacdesSciences,Père Soulas,892,1422.57466356366,2054.1827869708727,1.4439894366071342,0.0,9.068189913082918
Place Albert 1er - St Charles,Corum,880,689.4148061956683,954.2743374241244,1.3841802190034256,3.0613250732421875,6.9154879697243254
Garcia Lorca,Hôtel de Ville,879,1421.643646775961,2323.7112746579205,1.6345244322849055,0.0,10.25802342197739
Corum,Les Aubes,877,944.0581474045343,1170.688919202854,1.2400601831798048,0.0,5.168006233821
Comédie,FacdesSciences,865,3069.6088868604934,4164.364854801232,1.3566434709734057,21.360443115234375,37.242723877960465
Vert Bois,Boutonnet,853,1752.028210935482,2406.703987578867,1.3736673716536936,0.0,10.624394753166909
Halles Castellane,Médiathèque Emile Zola,851,1321.9089717698055,2028.4074382462488,1.534453189715904,0.0,8.954404636138067
Vert Bois,Place Albert 1er - St Charles,847,2107.685398181493,2709.704256756575,1.2856303218186655,0.0,11.9619894414519
Louis Blanc,Place Albert 1er - St Charles,845,364.6925908112045,432.494086609697,1.1859141027452136,1.1091499328613281,2.8885136210617737
Rue Jules Ferry - Gare Saint-Roch,Richter,843,1477.8501424459992,1803.4780996452223,1.2203389557890316,0.0,7.961454070883834
Nombre d'Or,Antigone centre,833,306.9429470416635,325.9109174616297,1.0617964041942674,0.0,1.4387337451343645
Hôtel de Ville,Port Marianne,832,1821.5954770169353,2785.0952060502723,1.5289317750234945,13.22164535522461,23.968193471236738
Nombre d'Or,Richter,826,1071.257864668798,1271.5505331150891,1.1869696130615721,0.0,5.613259828436561
Comédie,Antigone centre,818,735.4319599219278,921.7831649558427,1.2533901369389733,0.0,4.069211781697568
Place Albert 1er - St Charles,Médiathèque Emile Zola,816,1793.9397974361734,2253.5132799956714,1.2561811066437691,4.886497497558594,14.262423015135376
Médiathèque Emile Zola,Boutonnet,814,2416.7211232316827,3034.363946656745,1.2555705817637492,16.792871475219727,28.2216258679877
